Item_Number,Set_Name,Theme,Pieces,Price,Amazon_Price,Year,Ages,Pages,Minifigures,Packaging,Weight,Unique_Pieces,Availability,Size
40401,Dog and Cat Friendship Day,NA,NA,NA,NA,2020,Ages_NA,NA,NA,Polybag,NA,30,Not sold,NA
40402,Youth Day Kids,NA,NA,NA,NA,2020,Ages_NA,NA,NA,Polybag,NA,36,Not sold,NA
40403,Literacy Day Unicorn,NA,NA,NA,NA,2020,Ages_NA,NA,NA,Polybag,NA,NA,Not sold,NA
40404,Teachers' Day,NA,NA,NA,NA,2020,Ages_NA,NA,NA,Polybag,NA,NA,Not sold,NA
40412,Hagrid & Buckbeak,Harry Potter™,270,$19.99 ,NA,2020,Ages_10+,NA,NA,Box,NA,89,LEGO exclusive,Small
40414,Monty Mole & Super Mushroom,NA,163,NA,NA,2020,Ages_NA,NA,2,Box,NA,83,LEGO exclusive,NA
40422,Frankenstein,BrickHeadz,108,$9.99 ,NA,2020,Ages_10+,NA,NA,Box,NA,NA,Retail,Small
40423,Halloween Hayride,NA,148,$12.99 ,NA,2020,Ages_7+,NA,NA,Box,NA,77,LEGO exclusive,NA
40424,Winter Snowball Fight,NA,149,$12.99 ,NA,2020,Ages_7+,NA,NA,Box,NA,78,LEGO exclusive,NA
40428,The Joker,LEGO® Brick Sketches™,170,$19.99 ,NA,2020,Ages_8+,NA,NA,Box,NA,71,LEGO exclusive,Small
40429,Ninjago World,NA,440,NA,NA,2020,Ages_NA,NA,4,Box,NA,138,LEGOLAND exclusive,NA
40431,BB-8,Star Wars™,171,$19.99 ,NA,2020,Ages_8+,NA,NA,Box,NA,68,LEGO exclusive,Small
40432,Rebuild the World minifigure,NA,NA,NA,NA,2019,Ages_NA,NA,NA,NA,NA,6,NA,NA
40438,Extra Dots - Levi Jeans Confetti Bag,NA,110,NA,NA,2020,Ages_NA,NA,NA,Foil pack,NA,NA,NA,NA
40474,Build your own Monkey King,NA,24,NA,NA,2020,Ages_6+,NA,NA,Polybag,NA,18,NA,NA
40501,The Wooden Duck,NA,621,NA,NA,2020,Ages_10+,NA,NA,Box,NA,163,LEGO exclusive,NA
41410,Andrea's Summer Play Cube,NA,43,NA,NA,2020,Ages_6+,NA,NA,Plastic canister,NA,39,Retail,NA
41411,Stephanie's Summer Play Cube,NA,47,NA,NA,2020,Ages_6+,NA,NA,Plastic canister,NA,37,Retail,NA
41412,Olivia's Summer Play Cube,NA,48,NA,NA,2020,Ages_6+,NA,NA,Plastic canister,NA,39,Retail,NA
41413,Mia's Summer Play Cube,NA,50,NA,NA,2020,Ages_6+,NA,NA,Plastic canister,NA,40,Retail,NA
41414,Emma's Summer Play Cube,NA,NA,NA,NA,2020,Ages_NA,NA,NA,NA,NA,45,NA,NA
41420,Friends Advent Calendar,Friends,236,$29.99 ,NA,2020,Ages_6+,NA,NA,Box,NA,163,Retail,Small
41909,Mermaid Vibes Bracelets,NA,NA,NA,NA,2020,Ages_NA,NA,NA,Polybag,NA,NA,NA,NA
41910,Ice Cream Besties Bracelets,NA,NA,NA,NA,2020,Ages_NA,NA,NA,Polybag,NA,NA,NA,NA
41918,Adventure Bracelets,NA,NA,NA,NA,2020,Ages_NA,NA,NA,Polybag,NA,NA,NA,NA
42113,Bell-Boeing V-22 Osprey,NA,1636,NA,NA,2020,Ages_11+,NA,NA,Box,NA,167,Retail,NA
45025,Coding Express,LEGO® Education,234,$198.95 ,NA,2018,Ages_2-5,NA,6,Box,NA,109,Educational,Small
45026,Tubes,LEGO® Education,150,$139.95 ,NA,2020,Ages_3-6,NA,NA,Box,NA,49,Educational,Small
45027,Letters,NA,130,NA,NA,2020,Ages_3 - 6,NA,NA,Box,NA,33,Educational,NA
45028,My XL World,LEGO® Education,480,$239.95 ,NA,2020,Ages_2-6,NA,NA,Box,NA,109,Educational,Small
45029,Animals,NA,NA,NA,NA,2020,Ages_NA,NA,NA,NA,NA,59,NA,NA
45030,People,NA,NA,NA,NA,2020,Ages_NA,NA,NA,NA,NA,44,NA,NA
45601,Large Hub,NA,NA,NA,NA,2020,Ages_NA,NA,NA,NA,NA,1,NA,NA
45602,Large Angular Motor,NA,NA,NA,NA,2020,Ages_NA,NA,NA,NA,NA,1,NA,NA
45603,Medium Angular Motor,NA,NA,NA,NA,2020,Ages_NA,NA,NA,NA,NA,1,NA,NA
45604,Distance Sensor,NA,NA,NA,NA,2020,Ages_NA,NA,NA,NA,NA,1,NA,NA
45605,Colour Sensor,NA,NA,NA,NA,2020,Ages_NA,NA,NA,NA,NA,1,NA,NA
45606,Force Sensor,NA,NA,NA,NA,2020,Ages_NA,NA,NA,NA,NA,1,NA,NA
45610,Large hub battery,NA,1,NA,NA,2020,Ages_NA,NA,NA,NA,NA,1,NA,NA
45680,Expansion Set,LEGO® Education,603,$99.95 ,NA,2020,Ages_10+,NA,NA,Box,NA,103,Educational,Small
45806,FIRST LEGO League (FLL) Challenge 2018 - Into Orbit,NA,NA,NA,NA,2018,Ages_NA,NA,2,Box,NA,338,Educational,NA
45807,Mission Moon,NA,693,NA,NA,2018,Ages_NA,NA,NA,Box,NA,203,Not sold,NA
45813,Challenge Set 2020,NA,NA,NA,NA,2020,Ages_NA,NA,NA,NA,NA,229,NA,NA
45814,Explore Set,NA,NA,NA,NA,2020,Ages_NA,NA,NA,Box,NA,216,Not sold,NA
45815,Discover Set,NA,NA,NA,NA,2020,Ages_NA,NA,NA,Box,NA,23,Not sold,NA
51515,Robot Inventor,NA,949,NA,NA,2020,Ages_10+,NA,NA,Box,NA,NA,Retail - limited,NA
60268,City Advent Calendar,City,342,$29.99 ,NA,2020,Ages_5+,NA,NA,Box,NA,183,Retail,Small
60271,Main Square,City,1517,$199.99 ,NA,2020,Ages_6+,NA,NA,Box,NA,510,LEGO exclusive,Small
71361,Paragoomba,LEGO® Super Mario™,23,$4.99 ,NA,2020,Ages_6+,NA,NA,Foil pack,NA,NA,Retail,Small
71374,Nintendo Entertainment System,LEGO® Super Mario™,2646,$229.99 ,NA,2020,Ages_18+,NA,1,Box,NA,516,LEGO exclusive,Small
71377,King Boo and the Haunted Yard,LEGO® Super Mario™,431,$49.99 ,NA,2020,Ages_8+,NA,3,Box,NA,144,Retail - limited,Small
75279,Star Wars Advent Calendar,Star Wars™,311,$39.99 ,NA,2020,Ages_6+,NA,NA,Box,NA,185,Retail,Small
75290,Mos Eisley Cantina,Star Wars™,3187,$349.99 ,NA,2020,Ages_18+,NA,NA,Box,NA,NA,LEGO exclusive,Small
75318,The Child,NA,NA,NA,NA,2020,Ages_10+,NA,NA,Box,NA,NA,Retail,NA
75546,Minions in Gru's Lab,NA,87,NA,NA,2020,Ages_NA,NA,NA,Box,NA,NA,Retail,NA
75547,Minion Pilot in Training,NA,119,NA,NA,2020,Ages_NA,NA,NA,Box,NA,NA,Retail,NA
75550,Minions Kung Fu Battle,NA,310,NA,NA,2020,Ages_NA,NA,NA,Box,NA,NA,Retail,NA
75978,Diagon Alley,Harry Potter™,5544,$399.99 ,NA,2020,Ages_16+,NA,14,Box,NA,1067,LEGO exclusive,Small
75981,Harry Potter Advent Calendar,Harry Potter™,335,$39.99 ,NA,2020,Ages_7+,NA,NA,Box,NA,196,Retail,Small
75987,Omnic Bastion,NA,182,NA,NA,2018,Ages_10+,NA,NA,Box,NA,78,Retail - limited,NA
77906,Wonder Woman,DC,255,$39.99 ,NA,2020,Ages_7+,NA,NA,Box,NA,NA,Retail - limited,Small
80014,Sandy's Speedboat,Monkie Kid,394,$59.99 ,NA,2020,Ages_8+,NA,4,Box,NA,188,Retail,Small
80015,Monkie Kid's Cloud Roadster,Monkie Kid,659,$69.99 ,NA,2020,Ages_8+,NA,NA,Box,NA,227,Retail,Small
80016,The Flaming Foundry,Monkie Kid,1427,$139.99 ,NA,2020,Ages_9+,NA,NA,Box,NA,425,Retail,Small
88005,Headlight Set,Powered UP,1,$9.99 ,NA,2018,Ages_7+,NA,NA,Polybag,0.01Kg (0.03 lb),NA,LEGO exclusive,Small
88006,Boost Hub,Powered UP,1,$79.99 ,NA,2019,Ages_7+,NA,NA,NA,NA,1,NA,Small
88007,Distance Sensor,Powered UP,1,$13.99 ,NA,2019,Ages_7+,NA,NA,NA,NA,1,NA,Small
88008,Motor,Powered UP,1,$16.99 ,NA,2019,Ages_7+,NA,NA,Polybag,0.05Kg (0.1 lb),1,LEGO exclusive,Small
88009,Hub,Powered UP,1,$49.99 ,NA,2019,Ages_7+,NA,NA,NA,NA,1,NA,Small
88010,Remote Control,Powered UP,1,$22.99 ,NA,2019,Ages_7+,NA,NA,NA,NA,1,NA,Small
88011,Train motor,Powered UP,7,$13.99 ,NA,2019,Ages_7+,NA,NA,NA,NA,3,NA,Small
88012,Technic Hub,Powered UP,1,$89.99 ,NA,2020,Ages_7+,NA,NA,NA,NA,1,NA,Small
88013,Technic Large Motor,Powered UP,1,$39.99 ,NA,2020,Ages_7+,NA,NA,NA,NA,1,NA,Small
88014,Technic XL Motor,Powered UP,1,$39.99 ,NA,2020,Ages_7+,NA,NA,NA,NA,1,NA,Small
2000455,FIRST LEGO League Jr. promotional set,NA,NA,NA,NA,2019,Ages_NA,NA,NA,Polybag,NA,9,Not sold,NA
2000456,Spike Prime Marketing Kit,NA,150,NA,NA,2019,Ages_NA,NA,NA,Polybag,NA,32,Not sold,NA
4000025,LEGO Ferguson Tractor,NA,NA,NA,NA,2018,Ages_NA,NA,NA,Box,NA,NA,Not sold,NA
4000026,LEGO House Tree of Creativity,NA,837,NA,NA,2018,Ages_NA,NA,1,Box,NA,132,Promotional,NA
4000028,House,NA,64,NA,NA,2018,Ages_6+,NA,NA,Box,NA,NA,Retail - limited,NA
4000029,Windmill,NA,45,NA,NA,2018,Ages_6+,NA,NA,Box,NA,NA,Retail - limited,NA
4000030,Truck,NA,44,NA,NA,2018,Ages_6+,NA,NA,Box,NA,NA,Retail - limited,NA
4000031,Exclusive T. rex,NA,70,NA,NA,2018,Ages_6+,NA,NA,Box,NA,24,Not sold,NA
4000034,LEGO System House,NA,NA,NA,NA,2019,Ages_NA,NA,NA,Box,NA,NA,Not sold,NA
4000036,LEGO Play Day polybag,NA,39,NA,NA,2019,Ages_6+,NA,NA,Polybag,NA,22,Not sold,NA
4002018,Employee Christmas Gift,NA,1099,NA,NA,2018,Ages_NA,NA,NA,Box,NA,NA,Not sold,NA
4002019,Christmas X-wing,NA,1038,NA,NA,2019,Ages_10+,NA,3,Box,NA,NA,Not sold,NA
41900,Rainbow Bracelet,DOTS,33,$4.99 ,NA,2020,Ages_6+,NA,NA,Foil pack,NA,9,Retail,Small
43187,Rapunzel's Tower,Disney™,369,$59.99 ,NA,2020,Ages_6+,NA,NA,Box,NA,185,Retail,Small
43188,Aurora's Forest Cottage,Disney™,300,$39.99 ,NA,2020,Ages_5+,NA,NA,Box,NA,163,Retail,Small
45678,SPIKE Prime Set,LEGO® Education,528,$329.95 ,NA,2020,Ages_10+,NA,2,NA,NA,108,NA,Small
71367,Mario's House & Yoshi,LEGO® Super Mario™,205,$29.99 ,NA,2020,Ages_6+,NA,2,Box,NA,114,Retail,Small
71368,Toad's Treasure Hunt,LEGO® Super Mario™,464,$69.99 ,NA,2020,Ages_8+,NA,4,Box,NA,195,Retail,Small
71369,Bowser's Castle Boss Battle,LEGO® Super Mario™,1010,$99.99 ,NA,2020,Ages_8+,NA,NA,Box,NA,346,Retail,Small
71371,Propeller Mario Power-Up Pack,LEGO® Super Mario™,13,$9.99 ,NA,2020,Ages_6+,NA,NA,Box,NA,11,Retail,Small
